Company;Name;Ref;Review Date;Cocoa_Percent;Company_Location;Rating;Broad_Bean_Origin;Bean_Type
Pitch Dark;Rugoso;1510;2015;80;U.S.A.;3.25;Nicaragua;
Pralus;Barlovento, Venezuela;32;2006;75;France;3.5;Venezuela;Trinitario
Ritual;Sambirano;891;2012;75;U.S.A.;4.0;Madagascar;Trinitario
Rogue;Sambirano, 2008;213;2008;70;U.S.A.;2.75;Madagascar;Trinitario
S.A.I.D.;Malgascio;607;2010;64;Italy;3.5;Madagascar;Trinitario
Scharffen Berger;Markham Valley;781;2011;68;U.S.A.;3.75;Papua New Guinea;
Smooth Chocolator, The;Guasare, La Sierra de Perija, batch gua001;1740;2016;70;Australia;3.75;Ecuador;Criollo
Soma;Oko Caribe, Duarte P., Collab w Chocosol;1820;2016;62;Canada;3.5;Domincan Republic;
Soma;O'ahu;833;2012;70;Canada;3.75;Hawaii;
Szanto Tibor;Fazenda Sempre Firme, Bahia;1708;2015;70;Hungary;3.5;Brazil;Forastero (Parazinho)
Tejas;La Bahia, w/ cane juice;817;2012;70;U.S.A.;3.25;Ecuador;
Terroir;Madagascar;1478;2015;70;U.S.A.;3.75;Madagascar;Trinitario
Treehouse;Conacado;1239;2014;72;U.S.A.;3.0;Dominican Republic;
Vao Vao (Chocolaterie Robert);Madagascar;404;2009;76;Madagascar;2.75;Madagascar;Trinitario
Vicuna;Palos Blancos;1470;2015;70;U.S.A.;3.25;Bolivia;
Vintage Plantations (Tulicorp);Los Rios, Rancho Grande 2007;153;2007;65;U.S.A.;3.0;Ecuador;Forastero (Arriba)
Violet Sky;Sambirano Valley;1458;2015;77;U.S.A.;2.75;Madagascar;Trinitario
Willie's Cacao;Los Llanos;1848;2016;70;U.K.;4.0;Colombia;
Zotter;Santo Domingo;879;2012;70;Austria;3.75;Dominican Republic;
Dick Taylor;Sambirano;661;2011;72;U.S.A.;3.0;Madagascar;Trinitario
Dick Taylor;Mantuano;682;2011;75;U.S.A.;2.75;Venezuela;Criollo
French Broad;Maranon Canyon, Fortunato No. 4;781;2011;70;U.S.A.;3.5;Peru;Forastero (Nacional)
Guittard;Haiti;1053;2013;65;U.S.A.;2.75;Haiti;
Habitual;Papua New Guinea;1197;2014;80;Canada;2.75;Papua New Guinea;
Hacienda El Castillo;Don Homero- Cerecita Valley;1327;2014;55;Ecuador;2.75;Ecuador;Trinitario
Harper Macaw;Vale do Juliana E., Atlantic Forest;1700;2015;74;U.S.A.;3.5;Brazil;
Holy Cacao;Sambirano;1466;2015;70;Israel;3.5;Madagascar;Trinitario
Holy Cacao;Mara;1466;2015;70;Israel;3.5;Venezuela;
Idilio (Felchlin);Porcelana, Zulia;733;2011;74;Switzerland;4.0;Venezuela;Criollo
Indaphoria;Conacado, Manifesto;907;2012;70;U.S.A.;2.75;Dominican Republic;
Kallari (Ecuatoriana);Cacao Nacional W.F.;263;2008;75;Ecuador;2.5;Ecuador;
Laia aka Chat-Noir;Vietnam, Batch 50/100;1590;2015;75;France;2.75;Vietnam;Trinitario
Lajedo do Ouro;Catongo;927;2012;70;Brazil;3.5;Brazil;Forastero (Catongo)
Love Bar;Nicaragua;1502;2015;75;U.S.A.;2.0;Nicaragua;
Madre;Criollo, Hawaii;995;2012;70;U.S.A.;3.25;Hawaii;Criollo
Malie Kai (Guittard);O'ahu, N. Shore, Waialua Estate;311;2009;55;U.S.A.;2.75;Hawaii;Blend
Middlebury;Alto Beni;887;2012;75;U.S.A.;2.0;Bolivia;Criollo
Moho;Toledo District;1030;2013;72;U.S.A.;3.0;Belize;Trinitario
Montecristi;Manabi;1658;2015;85;Ecuador;3.5;Ecuador;
Neuhaus (Callebaut);Manickchand Estate;230;2008;67;Belgium;3.75;Trinidad;Trinitario
Nova Monda;La Patriota, cacao Indio, purple label;931;2012;70;Nicaragua;3.0;Nicaragua;
Nuance;Ghana, 2013;1454;2015;70;U.S.A.;3.75;Ghana;Forastero
Ohiyo;Tanzania;1598;2015;70;U.S.A.;3.0;Tanzania;
Olive and Sinclair;Dominican Republic prototype;486;2010;72;U.S.A.;3.0;Dominican Republic;
Omnom;Papua New Guinea;1247;2014;70;Iceland;3.0;Papua New Guinea;
Original Beans (Felchlin);Papua Kerafat;1438;2014;68;Switzerland;2.75;Papua New Guinea;
Original Beans (Felchlin);"Piura, Apotequil, ""Porcelana"" 72hr c.";341;2009;75;Switzerland;3.0;Peru;Criollo
Pacari;Piura;863;2012;70;Ecuador;4.0;Peru;
Pascha;Peru;1137;2013;55;Peru;2.5;Peru;
Pralus;Djakarta, Java and Ghana;99;2006;75;France;3.5;Indonesia, Ghana;Criollo, Forastero
Republica del Cacao (aka Confecta);El Oro;147;2007;67;Ecuador;3.5;Ecuador;Forastero (Arriba)
Rogue;Porcelana;1209;2014;80;U.S.A.;3.75;Venezuela;Criollo
Rogue;Hispaniola, 2008;213;2008;70;U.S.A.;2.75;Dominican Republic;
S.A.I.D.;Arawak;615;2010;72;Italy;3.5;Carribean;
Sacred;Midnight;813;2012;83;U.S.A.;2.75;Central and S. America;
Scharffen Berger;Cuyagua;135;2007;75;U.S.A.;3.75;Venezuela;
Sirene;Somia Plantation, 2012;1339;2014;73;Canada;3.75;Madagascar;Trinitario
Soma;Black Science Blend 1;607;2010;70;Canada;3.75;DR, Ecuador, Peru;Trinitario, Nacional
Soma;Hispaniola;377;2009;70;Canada;3.0;Dominican Republic;Forastero
Soma;Africa;377;2009;70;Canada;3.5;Ghana;Forastero
Soma;Madagascar;387;2009;70;Canada;3.75;Madagascar;Criollo
Taza;Belize;1271;2014;68;U.S.A.;3.0;Belize;Trinitario
Theobroma;Piura Select, Cacao Blanc;1684;2015;70;Japan;3.25;Peru;
Urzi;Sur del Lago, Merida;1327;2014;65;Italy;3.25;Venezuela;Trinitario
Videri;Dominican Republic;1211;2014;90;U.S.A.;3.25;Dominican Republic;
Videri;Classic;991;2012;70;U.S.A.;3.25;Central and S. America;
Xocolat;Hispaniola;1057;2013;66;Domincan Republic;3.0;Dominican Republic;
Zart Pralinen;Kakao Kamili, Kilombero Valley;1824;2016;70;Austria;3.5;Tanzania;Criollo, Trinitario
Zotter;Congo;749;2011;65;Austria;3.0;Congo;Forastero
Amedei;Jamaica;123;2007;70;Italy;3.0;Jamaica;Trinitario
Amedei;Trinidad;129;2007;70;Italy;3.5;Trinidad;Trinitario
Bonnat;Piura Blanco;629;2011;75;France;3.5;Peru;Forastero (Nacional)
Brasstown aka It's Chocolate;Ghana;1129;2013;75;U.S.A.;3.5;Ghana;Forastero
Brazen;Elvesia P.;1514;2015;60;U.S.A.;3.0;Dominican Republic;
Cacao Barry;Tanzania;300;2008;75;France;2.0;Tanzania;
C-Amaro;Venezuela;809;2012;80;Italy;3.0;Venezuela;
Caoni (Tulicorp);Manabi;266;2008;55;Ecuador;3.0;Ecuador;Forastero (Arriba)
Chaleur B;Uganda;1426;2014;70;Canada;2.75;Uganda;Forastero
Chuao Chocolatier;Choroni;445;2009;61;U.S.A.;3.0;Venezuela;Criollo
Dandelion;Cumboto, farmer Jose Lugo;1026;2013;70;U.S.A.;2.75;Venezuela;
Akesson's (Pralus);Bali (west), Sukrama Family, Melaya area;636;2011;75;Switzerland;3.75;Indonesia;Trinitario
Amedei;Toscano Black;40;2006;70;Italy;5.0;;Blend
Arete;Fazenda Camboa;1534;2015;70;U.S.A.;3.5;Brazil;
Bar Au Chocolat;Bahia;1554;2015;70;U.S.A.;3.5;Brazil;
Batch;Dominican Republic, Batch 3;1840;2016;65;U.S.A.;3.5;Domincan Republic;
Belcolade;Papua New Guinea;586;2010;64;Belgium;2.75;Papua New Guinea;
Belcolade;Peru;586;2010;64;Belgium;2.75;Peru;
Brazen;Elvesia P.;1514;2015;80;U.S.A.;3.25;Dominican Republic;
Cacao Hunters;Sierra Nevada;1430;2014;64;Colombia;3.5;Colombia;
Cacao Sampaka;Porcelana, Tabasco, La Joya;336;2009;70;Spain;4.0;Mexico;Criollo
Claudio Corallo;Principe;252;2008;100;Sao Tome;1.0;Sao Tome & Principe;Forastero
Coppeneur;Porcelana, Apotequil;445;2009;62;Germany;3.25;Peru;Criollo
Dandelion;Mantuano, 2012;1085;2013;70;U.S.A.;3.5;Venezuela;
De Villiers;Bundibugyo District;1832;2016;70;South Africa;2.5;Uganda;Forastero
Domori;Java, Javablond;192;2007;70;Italy;3.75;Indonesia;Criollo
Domori;Madagascar;135;2007;70;Italy;3.5;Madagascar;Trinitario
El Rey;Carenero Superior, Apamate;206;2008;74;Venezuela;2.5;Venezuela;Criollo
Ethel's Artisan (Mars);Red Vanilla;666;2011;62;U.S.A.;2.75;;
Frederic Blondeel;Ghana;1351;2014;60;Belgium;3.5;Ghana;Forastero
Fresco;Jamaica, #206, DR, LC;370;2009;70;U.S.A.;3.0;Jamaica;Trinitario
Guittard;Coucher du Soleil;654;2011;72;U.S.A.;2.75;;
Hoja Verde (Tulicorp);Manabi;414;2009;58;Ecuador;3.5;Ecuador;Forastero (Arriba) ASS
Hotel Chocolat;Pepiniere, single Cote;1654;2015;70;U.K.;2.75;St. Lucia;
Kah Kow;Rizek Cacao, Domin. Rep.;1073;2013;62;Domincan Republic;3.25;Dominican Republic;
Kakao;Peru;837;2012;64;Germany;2.5;Peru;
Madre;Puerto Rico;1085;2013;70;U.S.A.;2.75;Puerto Rico;
Mars;Ghana, prototype;544;2010;65;U.S.A.;3.5;Ghana;Forastero
Mast Brothers;Ocumare de la Costa;572;2010;75;U.S.A.;3.0;Venezuela;
Nibble;Tumbes;1526;2015;72;U.S.A.;3.0;Peru;Criollo
Omnom;Madagascar;1247;2014;66;Iceland;3.5;Madagascar;Trinitario
organicfair;Maya Mountain;1161;2013;74;Canada;2.75;Belize;Trinitario
Original Beans (Felchlin);Grand Cru Blend No.1, 5 yr. Anniversary Ed;1442;2014;80;Switzerland;3.25;;Blend
Original Beans (Felchlin);Alto Beni, Wild Harvest, Itenez R., 60hr c.;341;2009;68;Switzerland;3.25;Bolivia;
Palette de Bine;Gran Couva;1399;2014;70;Canada;3.75;Trinidad;Trinitario
Pascha;Peru;1137;2013;70;Peru;2.75;Peru;
Rogue;La Masica, Batch 1, FHID Research Center;1748;2016;75;U.S.A.;3.75;Honduras;
Rogue;Silvestre, Batch 7, 2013;1081;2013;75;U.S.A.;4.0;Bolivia;
Rogue;Trinidad;213;2008;70;U.S.A.;3.0;Trinidad;Trinitario
Silvio Bessone;Porcelana, Colombia, Amazonas;741;2011;68;Italy;3.0;Colombia;Criollo, Trinitario
Sjolinds;Nicaragua;1462;2015;72;U.S.A.;3.0;Nicaragua;
Soma;Abstract S. w/ Jamaica nibs,batch abs60323.0;1828;2016;75;Canada;3.75;Ven.,Ecu.,Peru,Nic.;
Soma;Camino Verde, Black S., batch cvu6030.0;1832;2016;70;Canada;3.25;Ecuador;
Soma;Dancing in Your Head, 5 bean blend;867;2012;70;Canada;4.0;Gre., PNG, Haw., Haiti, Mad;Blend
StRita Supreme;Samar, East Visayas region;943;2012;70;U.S.A.;2.5;Philippines;
TCHO;Chocolatey-beta;199;2008;70;U.S.A.;2.5;Ghana;Forastero
Tocoti;Wild Bolivian, Jungle Love;927;2012;77;U.S.A.;3.0;Bolivia;Criollo
